daq_type,DSI
sample_rate,300
timestamp,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,F7,F8,A2,T6,T4
1.7998569263218678,-942.796142578125,104.77438354492188,716.8805541992188,943.6511840820312,42.27100372314453,-822.6051635742188,945.1390991210938,-47.50506591796875,103.71923828125,279.8874816894531,-97.91231536865234,350.9953308105469,708.6062622070312,-19.76129913330078,313.4720458984375,-179.8077850341797,128.7390899658203,80.14915466308594,497.59423828125,741.2882080078125,126.2988052368164
1.801348934566248,-899.4094848632812,82.61488342285156,-218.318359375,412.6668395996094,-131.1814422607422,718.19970703125,-593.4867553710938,16.416616439819336,206.06398010253906,102.4860610961914,127.28538513183594,-800.7401123046875,874.0392456054688,370.9407653808594,-514.1769409179688,-214.29888916015625,-70.1828842163086,568.543212890625,153.44398498535156,-756.5848999023438,-734.3650512695312
1.805320993495922,628.7666625976562,-574.5280151367188,-999.7620239257812,-410.54156494140625,805.6031494140625,-502.3941650390625,844.2225341796875,676.0076904296875,34.85878372192383,-323.0733947753906,-651.9268188476562,-183.32615661621094,909.2437133789062,-958.7931518554688,-88.5692138671875,-519.6774291992188,-11.776861190795898,857.5557250976562,-331.9179382324219,-79.92008209228516,819.9469604492188
1.8069066732963885,-932.452392578125,-988.5289306640625,-31.492307662963867,-457.8504943847656,547.4942626953125,230.8855438232422,191.686279296875,-292.6219787597656,-598.2996215820312,-59.45797348022461,-99.3466567993164,-166.25401306152344,-382.788330078125,-241.2867889404297,382.6209411621094,-6.848774433135986,158.0006103515625,968.5355834960938,405.03594970703125,624.4072875976562,400.12554931640625
1.8180757231877198,-470.76129150390625,578.5499877929688,-190.91958618164062,637.5805053710938,-518.2167358398438,162.12770080566406,-793.4728393554688,175.472412109375,-631.570068359375,-365.7606506347656,102.60009002685547,397.5221862792969,948.162109375,-471.97027587890625,-981.0684204101562,769.5368041992188,-171.83840942382812,467.3785705566406,376.9994812011719,573.589599609375,-914.2772216796875
1.8194811173220198,-126.211181640625,-543.3236694335938,174.2704620361328,-141.46165466308594,906.0887451171875,-260.2032165527344,675.2347412109375,-86.81941223144531,372.5399169921875,-185.28126525878906,996.9638061523438,-589.483642578125,187.53775024414062,668.2706909179688,870.0551147460938,-59.558902740478516,-946.3860473632812,376.8736572265625,376.7813415527344,976.019287109375,-53.74354934692383
1.8201310439406213,-154.95809936523438,-257.0140075683594,-252.7922821044922,726.81005859375,496.8863830566406,56.674476623535156,795.3411865234375,-869.2750854492188,-210.20057678222656,274.46417236328125,94.4998779296875,-465.3825378417969,804.7574462890625,390.08642578125,-664.6761474609375,37.79612731933594,894.1096801757812,63.397762298583984,-702.7273559570312,651.859619140625,642.6580810546875
1.8211117081425283,-22.722457885742188,792.3751220703125,-257.9009704589844,-745.8388671875,279.89141845703125,374.06195068359375,856.5980834960938,-666.9737548828125,320.4227600097656,-312.1546630859375,-323.37261962890625,373.8460693359375,114.92732238769531,-192.16285705566406,261.5856018066406,736.088134765625,388.8883056640625,904.1035766601562,-242.20347595214844,480.74066162109375,-727.830078125
1.821795638819161,-546.1217651367188,19.42337989807129,-635.4047241210938,-332.5221862792969,458.73602294921875,711.9259643554688,302.7865905761719,-289.788818359375,389.4979248046875,-293.7226257324219,-697.3474731445312,970.8866577148438,398.047607421875,123.48613739013672,-198.7780303955078,198.12567138671875,-994.282958984375,-559.823974609375,35.53313446044922,723.2449951171875,-195.8144989013672
1.8227355623100303,630.7517700195312,776.6145629882812,-471.57684326171875,-508.0250244140625,13.67815113067627,-433.80596923828125,-994.3115844726562,-951.231689453125,367.1236572265625,460.2144470214844,190.78529357910156,385.67315673828125,572.3516845703125,56.87455749511719,-944.8294677734375,497.75091552734375,685.1400146484375,-659.8434448242188,-1.110811710357666,-937.0682983398438,529.3677368164062
