GPT2,KenLM,Diff
6.558566089474591,5.613629704986954,0.9449363844876375
7.229881040823538,6.657019328414208,0.5728617124093303
7.451897948104064,2.160039209705798,5.2918587383982665
6.635731032954373,3.777613840049978,2.858117192904395
5.604189885819906,5.011762672562694,0.5924272132572126
8.57920227434312,6.45623057311488,2.1229717012282396
7.626582908024371,6.226009341574395,1.4005735664499763
10.531099889142839,5.4914950894959835,5.039604799646855
6.082467202419157,3.5059435890668507,2.5765236133523066
7.325985774145192,12.739322690304888,-5.413336916159697
7.016666243648144,6.746292628647469,0.27037361500067547
6.649504904199479,4.978287722441911,1.6712171817575685
5.701400585142945,7.325085584476205,-1.6236849993332596
8.038619205796884,8.883544596291122,-0.8449253904942378
8.239163501708079,5.03764265320252,3.2015208485055595
5.992229852940529,5.251044117476069,0.7411857354644598
6.626033086930301,3.9404210060744402,2.6856120808558606
6.586108951811785,4.590646528939091,1.995462422872694
6.532405131632646,4.122511459124127,2.4098936725085185
12.476055232885953,2.426729552469409,10.049325680416544
7.673226635839484,2.872586137364469,4.800640498475015
6.243532161746243,6.775471185476878,-0.5319390237306347
7.533146094566231,3.415244441108999,4.117901653457231
7.888001578504714,4.027039592926576,3.8609619855781387
8.616329620175618,11.129813973788421,-2.513484353612803
6.528177301350598,5.475903940195934,1.052273361154664
9.150344861920969,6.776864553775568,2.3734803081454006
7.003517178557371,7.017080393667653,-0.013563215110282023
6.763581888297301,4.381411005962273,2.3821708823350276
6.5327570376603346,3.025585765855941,3.5071712718043937
6.1473161264698115,4.428343320478717,1.7189728059910943
7.059201011056687,4.727625685788563,2.3315753252681244
8.8413250467292,3.2357997629875546,5.605525283741645
6.675217972087992,5.189561422833113,1.4856565492548794
5.892884008758395,3.7179305087528065,2.174953500005589
8.054992908252547,6.620846575765544,1.4341463324870034
6.592744774676672,5.04949300738401,1.543251767292662
7.510610920812796,11.497306932777517,-3.986696011964722
7.848255933210753,6.523511643349554,1.324744289861199
7.39198935060978,6.149277365225852,1.2427119853839281
6.901836510244378,2.149818429502764,4.752018080741614
10.668312820133787,6.105355061015478,4.562957759118309
6.418275987461198,5.0412230233700575,1.3770529640911402
7.414606460174715,6.5705988646935305,0.8440075954811848
9.858467924861916,4.350397134447172,5.508070790414744
6.921693589918766,7.229207742013401,-0.30751415209463495
6.130559279518194,4.4144421639375695,1.7161171155806247
6.380766433226978,4.688683557243849,1.6920828759831288
7.109729915450891,4.667526673466606,2.442203241984285
7.567198546498562,5.41242051938133,2.1547780271172323
6.044058402980133,6.070745601405833,-0.026687198425699776
6.929025299381388,4.439201020717141,2.4898242786642477
6.6286460299535666,5.000969412986359,1.6276766169672072
6.916060688792936,5.875329809952627,1.040730878840309
7.966458143143024,7.4248013354782385,0.5416568076647854
6.343751574249577,4.077162975083894,2.266588599165683
6.1665750631696445,6.411598104587943,-0.24502304141829878
5.91187899237541,4.639772515817236,1.2721064765581742
8.91081908897462,8.38449054127579,0.5263285476988298
6.404686052167799,3.662572143099595,2.742113909068204
6.179531213768921,6.319896301136762,-0.14036508736784103
5.811184052847035,3.5143998034789057,2.2967842493681294
9.229167329024719,4.978389050013968,4.250778279010751
6.306578886293849,4.413957596624277,1.892621289669572
10.223577321894174,5.237053369748832,4.986523952145342
7.152030854018702,2.9460202901472643,4.206010563871438
5.605697820747625,3.501065206979133,2.1046326137684916
6.894513045628919,4.290137563303826,2.604375482325093
8.681199160497178,3.1382127025951854,5.542986457901993
9.425108600756975,2.741954868993415,6.68315373176356
9.767706163604029,4.238621266767457,5.529084896836571
8.029071554213806,5.5681568355765485,2.460914718637257
7.975540172072218,3.714462601229526,4.2610775708426925
9.542336614226661,6.9518860715143225,2.5904505427123388
8.578005515540172,7.0215558790281705,1.556449636512001
9.470211072115848,7.994801852520045,1.4754092195958037
8.945843656981241,3.7888970120774523,5.156946644903789
5.772160855929343,5.4970671240650555,0.2750937318642874
6.675934396586578,4.493042160378438,2.18289223620814
7.129030671577057,4.1187984394888435,3.0102322320882138
11.865890534907244,6.269586202022144,5.5963043328851
7.917688361020988,6.0089933284197565,1.9086950326012317
24.099893150168374,44.238363285521686,-20.138470135353312
6.295957161727708,6.09082299817687,0.2051341635508379
5.472668644052546,5.184696649081834,0.2879719949707118
7.442571450329646,7.164343032660778,0.27822841766886786
8.029071554213806,5.5681568355765485,2.460914718637257
5.289098180699508,2.3103499299951245,2.9787482507043834
6.311007484641235,4.291127590644304,2.019879893996931
6.173306077395494,4.13147080426324,2.0418352731322535
6.716881659456576,4.1763394964983345,2.540542162958242
6.230741746293193,3.7119799732186904,2.518761773074502
13.203053479793446,23.56373998350324,-10.360686503709793
6.241263530145425,7.632314798157,-1.3910512680115747
7.506140836659843,3.398953547927955,4.107187288731888
6.695832017397897,3.3445951163155114,3.3512369010823853
6.936291263830634,2.9358143977363347,4.000476866094299
6.713632050031655,6.211062315082239,0.5025697349494163
5.51627117968491,3.948599952766922,1.5676712269179882
9.43755551802288,7.161121703472904,2.276433814549975
7.853101868899045,4.353751652231254,3.499350216667791
8.308452145775805,4.395871158265908,3.912580987509897
5.505498577356594,7.300372080425455,-1.7948735030688612
8.500899977193006,7.927506393785981,0.5733935834070252
7.668635653218765,8.612324906268128,-0.9436892530493628
7.613802815744228,5.864701512436793,1.7491013033074356
6.262240707235507,3.1916965465076643,3.0705441607278425
8.504702565707747,4.647702175216052,3.857000390491695
6.01672616547178,3.209017269786231,2.8077088956855487
6.393171737410207,3.948227420421669,2.444944316988538
7.763668027887011,4.027517205385231,3.73615082250178
6.762791501154448,3.765628518964767,2.9971629821896806
5.862730373233153,3.487050844364021,2.375679528869132
6.007328339091211,5.825702943998288,0.1816253950929232
7.94222530299063,3.9218081705865897,4.02041713240404
7.244231093961276,11.297494095588387,-4.053263001627111
6.84796342482014,5.433537441645159,1.414425983174981
6.139193752271966,4.29682716087897,1.842366591392996
7.089356118808545,4.252991130901599,2.836364987906946
6.234346048660209,5.896191598055269,0.3381544506049394
5.674587534600677,4.437581386866626,1.2370061477340517
6.754289832915641,3.633928682373938,3.1203611505417035
7.410332215211347,3.589028465324996,3.8213037498863507
7.888404285148224,7.423197621677093,0.4652066634711307
11.898130986098842,7.165348121197401,4.7327828649014405
6.203699604067026,6.8615733856621635,-0.6578737815951374
6.669185432940037,7.912553956135078,-1.2433685231950404
7.3416616623286695,4.065176731126939,3.276484931201731
8.694540233440048,4.350665578995008,4.34387465444504
5.334599220690845,3.3952378939797585,1.9393613267110865
11.822937182305726,3.701751611363341,8.121185570942384
7.916279186849847,5.197718091799164,2.718561095050683
8.140454058344952,3.737603626003174,4.402850432341777
8.151667705287899,6.269689190232256,1.8819785150556427
5.5367909115161345,4.4030112809948765,1.133779630521258
6.686933974355135,5.620408692149198,1.0665252822059372
6.588391881613036,4.931980146116807,1.6564117354962287
6.392670584851536,5.645209048398363,0.7474615364531729
5.607278099705787,8.836599100343197,-3.22932100063741
11.770071195948828,8.33842472075301,3.4316464751958176
8.51769120555908,6.6380981717674805,1.8795930337915996
7.58958475177344,4.540770448098348,3.0488143036750923
7.518064136404097,4.569184159493232,2.948879976910865
7.8762700334057785,3.6988747387981955,4.177395294607583
6.960068000954363,3.7969703153993013,3.163097685555062
8.375292291510998,9.873404318753515,-1.4981120272425166
17.537389335287862,20.139242767167705,-2.6018534318798423
5.554962225585624,3.3694515330540855,2.185510692531538
17.84874790100902,20.297747735424498,-2.4489998344154777
10.022841900030814,9.703431262532257,0.3194106374985566
8.074337941877571,8.044722713112906,0.029615228764665602
6.887159989226759,5.798125158166681,1.0890348310600775
6.394086422948611,4.001999004293698,2.3920874186549126
7.027709525818073,7.337060785193495,-0.30935125937542196
8.156578147314407,10.34276969693346,-2.1861915496190534
5.802098368933614,7.185740614473515,-1.3836422455399005
9.33682810027927,10.264947423247904,-0.9281193229686338
6.931556778620749,6.056431523392939,0.8751252552278102
5.356283994074782,4.776095149548187,0.580188844526595
10.694795260896024,9.698282322586994,0.9965129383090296
5.393593223948219,3.703032356914285,1.690560867033934
8.05615851856905,3.123837611540602,4.932320907028449
8.312192391810708,5.67051518702868,2.6416772047820283
5.764327903468748,3.550891592563379,2.2134363109053687
8.151667705287899,6.269689190232256,1.8819785150556427
6.357048745764462,3.2701484093968647,3.0869003363675978
11.952184531008802,9.969190150127602,1.9829943808812
7.925783346200532,4.717798835843618,3.2079845103569147
7.037965867597916,4.403295487391223,2.6346703802066926
5.613334131180336,4.205594879646022,1.4077392515343137
6.869519446878645,4.936434793287348,1.9330846535912967
7.720263103773368,5.222168788082574,2.4980943156907935
7.913166082789467,7.175498594793865,0.7376674879956022
11.833506555718229,13.701696738941267,-1.8681901832230388
8.678408260021722,11.030989627200006,-2.352581367178283
6.044386860096903,6.308912934062678,-0.2645260739657749
8.092186409200151,4.760982196176635,3.3312042130235158
6.493199965548406,2.6959853328890353,3.797214632659371
6.076208723320784,2.312913710137216,3.763295013183568
7.826256025772455,4.359620812823474,3.4666352129489812
6.533426420789634,5.050348347114318,1.4830780736753155
7.448742700399232,3.308082075417334,4.140660624981898
10.073408129988142,5.006831395472789,5.066576734515353
6.1938349684561205,5.182267685903521,1.0115672825525994
10.694377271473419,9.700698371526912,0.9936788999465076
6.516917128072692,6.42650390076799,0.09041322730470203
5.982758799151848,4.383416248785816,1.599342550366032
5.6838352471644615,3.72547183489964,1.9583634122648217
10.899641645766149,6.794538187801835,4.105103457964314
6.262726393550219,3.9489700731529243,2.3137563203972946
6.438356659159438,3.4751709261909056,2.9631857329685323
5.766788523631315,3.832570055136947,1.9342184684943682
6.119077838543298,3.5238915680817393,2.5951862704615585
6.051686897813558,7.788394385443528,-1.7367074876299702
6.698562211850805,6.469441615664777,0.22912059618602854
6.392580742746297,3.2620034237944124,3.1305773189518846
38.78186049773949,116.94342232970591,-78.16156183196642
7.1389510942439705,3.3125773721754173,3.826373722068553
7.606381432135988,4.0061778479744845,3.6002035841615037
5.576539968417881,5.111983288129624,0.4645566802882577
6.660443928071853,2.8135699810359545,3.8468739470358986
11.836316955587531,7.680711521430141,4.15560543415739
7.488309226315353,2.527803466473272,4.960505759842081
5.579541741403064,2.401985608018392,3.1775561333846722
11.09943025471283,9.394324089060571,1.7051061656522588
7.331125959223802,7.708372543522494,-0.3772465842986925
12.131273748078629,13.005065327459691,-0.8737915793810629
5.6735508318541665,3.1014420052460054,2.572108826608161
10.622799482937355,7.181349188886605,3.4414502940507496
8.719468593860121,4.779089493632825,3.940379100227296
6.795672806607962,5.533459440368725,1.2622133662392372
5.774852354817738,2.642759733095874,3.132092621721864
6.41485109620035,6.658569252238319,-0.24371815603796865
7.092362864128088,2.848417198486298,4.24394566564179
7.577796686929864,3.5397017543841294,4.038094932545735
10.643615004046536,15.55653226667363,-4.912917262627094
7.0637318142237735,6.145795985839303,0.9179358283844703
10.17472620959081,15.216298759680916,-5.041572550090105
5.764709172969648,4.485213556895318,1.27949561607433
5.904161445958601,3.0178600393518393,2.8863014066067616
6.358375754923936,6.303373259078771,0.05500249584516492
5.783673002880082,5.106981109638555,0.6766918932415269
5.435919294749106,2.9005087348675094,2.535410559881597
8.332392168478606,6.481115245004504,1.851276923474102
6.088463866084772,4.043427194493217,2.0450366715915544
12.84790956191762,11.204228564202218,1.6436809977154017
6.152098257176659,5.326624146833669,0.8254741103429906
6.283297376307054,3.8275458180696154,2.4557515582374387
5.852966228428811,4.198625056389233,1.6543411720395786
9.757378938530879,4.918268750619976,4.839110187910903
